question_id,domain,subcategory,question_type,difficulty,question,key_concepts,roles,content_status
ml-data-sc-020,ML/Data Science,Deployment,design,easy,How would you monitor a deployed model for drift? How would you answer this if the interviewer asked for a concrete production example?,ML/Data Science; Deployment,ml_engineer; data_scientist; ai_engineer; data_engineer,expanded
ml-data-sc-021,ML/Data Science,Practical,conceptual,medium,A model performs well offline but poorly in production. Give a debugging plan. What edge case or failure mode would you test before calling this solution complete?,ML/Data Science; Practical,ml_engineer; data_scientist; ai_engineer; data_engineer,expanded
ml-data-sc-022,ML/Data Science,Python/Data,optimization,medium,"How would you decide whether to impute, remove, or preserve missing values? How would you answer this if the interviewer asked for a concrete production example?",ML/Data Science; Python/Data,ml_engineer; data_scientist; ai_engineer; data_engineer,expanded
ml-data-sc-023,ML/Data Science,Statistics,follow_up,medium,"Explain mean, median, and mode and when each is useful. How would you answer this if the interviewer asked for a concrete production example?",ML/Data Science; Statistics,ml_engineer; data_scientist; ai_engineer; data_engineer,expanded
ml-data-sc-024,ML/Data Science,ML Fundamentals,scenario,hard,How would you detect data leakage?,ML/Data Science; ML Fundamentals,ml_engineer; data_scientist; ai_engineer; data_engineer,curated
ml-data-sc-025,ML/Data Science,Models,practical,easy,When can k-means be a poor choice?,ML/Data Science; Models,ml_engineer; data_scientist; ai_engineer; data_engineer,curated
ml-data-sc-026,ML/Data Science,Evaluation,tradeoff,medium,"Explain a confusion matrix and derive precision, recall, and F1. How would you answer this if the interviewer asked for a concrete production example?",ML/Data Science; Evaluation,ml_engineer; data_scientist; ai_engineer; data_engineer,expanded
ml-data-sc-027,ML/Data Science,Deployment,debugging,medium,How would you ensure inference uses the same preprocessing as training? How would you answer this if the interviewer asked for a concrete production example?,ML/Data Science; Deployment,ml_engineer; data_scientist; ai_engineer; data_engineer,expanded
ml-data-sc-028,ML/Data Science,Python/Data,design,medium,How would you process a dataset larger than available RAM? How would you answer this if the interviewer asked for a concrete production example?,ML/Data Science; Python/Data,ml_engineer; data_scientist; ai_engineer; data_engineer,expanded
ml-data-sc-029,ML/Data Science,Statistics,conceptual,hard,What does standard deviation tell you? How would you answer this if the interviewer asked for a concrete production example?,ML/Data Science; Statistics,ml_engineer; data_scientist; ai_engineer; data_engineer,expanded
ml-data-sc-030,ML/Data Science,ML Fundamentals,optimization,easy,Explain overfitting and three ways to reduce it. How would you answer this if the interviewer asked for a concrete production example?,ML/Data Science; ML Fundamentals,ml_engineer; data_scientist; ai_engineer; data_engineer,expanded
ml-data-sc-031,ML/Data Science,Models,follow_up,medium,Compare logistic regression and decision trees for binary classification. How would you answer this if the interviewer asked for a concrete production example?,ML/Data Science; Models,ml_engineer; data_scientist; ai_engineer; data_engineer,expanded
ml-data-sc-032,ML/Data Science,Evaluation,scenario,medium,How would you choose metrics for fraud detection? What edge case or failure mode would you test before calling this solution complete?,ML/Data Science; Evaluation,ml_engineer; data_scientist; ai_engineer; data_engineer,expanded
ml-data-sc-033,ML/Data Science,Deployment,practical,medium,How would you monitor a deployed model for drift? What edge case or failure mode would you test before calling this solution complete?,ML/Data Science; Deployment,ml_engineer; data_scientist; ai_engineer; data_engineer,expanded
ml-data-sc-034,ML/Data Science,Python/Data,tradeoff,hard,How would you detect inconsistent data types before training? How would you answer this if the interviewer asked for a concrete production example?,ML/Data Science; Python/Data,ml_engineer; data_scientist; ai_engineer; data_engineer,expanded
ml-data-sc-035,ML/Data Science,Statistics,debugging,easy,Explain correlation versus causation with an example. How would you answer this if the interviewer asked for a concrete production example?,ML/Data Science; Statistics,ml_engineer; data_scientist; ai_engineer; data_engineer,expanded
ml-data-sc-036,ML/Data Science,ML Fundamentals,design,medium,Why can accuracy be misleading for an imbalanced classifier? How would you answer this if the interviewer asked for a concrete production example?,ML/Data Science; ML Fundamentals,ml_engineer; data_scientist; ai_engineer; data_engineer,expanded
ml-data-sc-037,ML/Data Science,Models,conceptual,medium,Why can random forests generalize better than one decision tree? How would you answer this if the interviewer asked for a concrete production example?,ML/Data Science; Models,ml_engineer; data_scientist; ai_engineer; data_engineer,expanded
ml-data-sc-038,ML/Data Science,Evaluation,optimization,medium,"Explain a confusion matrix and derive precision, recall, and F1. What edge case or failure mode would you test before calling this solution complete?",ML/Data Science; Evaluation,ml_engineer; data_scientist; ai_engineer; data_engineer,expanded
ml-data-sc-039,ML/Data Science,Deployment,follow_up,hard,How would you ensure inference uses the same preprocessing as training? What edge case or failure mode would you test before calling this solution complete?,ML/Data Science; Deployment,ml_engineer; data_scientist; ai_engineer; data_engineer,expanded
ml-data-sc-040,ML/Data Science,Python/Data,scenario,easy,"How would you decide whether to impute, remove, or preserve missing values? What edge case or failure mode would you test before calling this solution complete?",ML/Data Science; Python/Data,ml_engineer; data_scientist; ai_engineer; data_engineer,expanded
ml-data-sc-041,ML/Data Science,Statistics,practical,medium,"Explain mean, median, and mode and when each is useful. What edge case or failure mode would you test before calling this solution complete?",ML/Data Science; Statistics,ml_engineer; data_scientist; ai_engineer; data_engineer,expanded
ml-data-sc-042,ML/Data Science,ML Fundamentals,tradeoff,medium,When would precision be more important than recall? How would you answer this if the interviewer asked for a concrete production example?,ML/Data Science; ML Fundamentals,ml_engineer; data_scientist; ai_engineer; data_engineer,expanded
ml-data-sc-043,ML/Data Science,Models,debugging,medium,Explain the intuition behind gradient boosting. How would you answer this if the interviewer asked for a concrete production example?,ML/Data Science; Models,ml_engineer; data_scientist; ai_engineer; data_engineer,expanded
ml-data-sc-044,ML/Data Science,Python/Data,design,hard,How would you process a dataset larger than available RAM? What edge case or failure mode would you test before calling this solution complete?,ML/Data Science; Python/Data,ml_engineer; data_scientist; ai_engineer; data_engineer,expanded
ml-data-sc-045,ML/Data Science,Statistics,conceptual,easy,What does standard deviation tell you? What edge case or failure mode would you test before calling this solution complete?,ML/Data Science; Statistics,ml_engineer; data_scientist; ai_engineer; data_engineer,expanded
ml-data-sc-046,ML/Data Science,ML Fundamentals,optimization,medium,How would you detect data leakage? How would you answer this if the interviewer asked for a concrete production example?,ML/Data Science; ML Fundamentals,ml_engineer; data_scientist; ai_engineer; data_engineer,expanded
ml-data-sc-047,ML/Data Science,Models,follow_up,medium,When can k-means be a poor choice? How would you answer this if the interviewer asked for a concrete production example?,ML/Data Science; Models,ml_engineer; data_scientist; ai_engineer; data_engineer,expanded
ml-data-sc-048,ML/Data Science,Python/Data,scenario,medium,How would you detect inconsistent data types before training? What edge case or failure mode would you test before calling this solution complete?,ML/Data Science; Python/Data,ml_engineer; data_scientist; ai_engineer; data_engineer,expanded
ml-data-sc-049,ML/Data Science,Statistics,practical,hard,Explain correlation versus causation with an example. What edge case or failure mode would you test before calling this solution complete?,ML/Data Science; Statistics,ml_engineer; data_scientist; ai_engineer; data_engineer,expanded
ml-data-sc-050,ML/Data Science,ML Fundamentals,tradeoff,easy,Explain overfitting and three ways to reduce it. What edge case or failure mode would you test before calling this solution complete?,ML/Data Science; ML Fundamentals,ml_engineer; data_scientist; ai_engineer; data_engineer,expanded
ml-data-sc-051,ML/Data Science,Models,debugging,medium,Compare logistic regression and decision trees for binary classification. What edge case or failure mode would you test before calling this solution complete?,ML/Data Science; Models,ml_engineer; data_scientist; ai_engineer; data_engineer,expanded
ml-data-sc-052,ML/Data Science,Python/Data,design,medium,"How would you decide whether to impute, remove, or preserve missing values? How would your approach change if the scale or input size became 10x larger?",ML/Data Science; Python/Data,ml_engineer; data_scientist; ai_engineer; data_engineer,expanded
ml-data-sc-053,ML/Data Science,Statistics,conceptual,medium,"Explain mean, median, and mode and when each is useful. How would your approach change if the scale or input size became 10x larger?",ML/Data Science; Statistics,ml_engineer; data_scientist; ai_engineer; data_engineer,expanded
ml-data-sc-054,ML/Data Science,ML Fundamentals,optimization,hard,Why can accuracy be misleading for an imbalanced classifier? What edge case or failure mode would you test before calling this solution complete?,ML/Data Science; ML Fundamentals,ml_engineer; data_scientist; ai_engineer; data_engineer,expanded
ml-data-sc-055,ML/Data Science,Models,follow_up,easy,Why can random forests generalize better than one decision tree? What edge case or failure mode would you test before calling this solution complete?,ML/Data Science; Models,ml_engineer; data_scientist; ai_engineer; data_engineer,expanded
ml-data-sc-056,ML/Data Science,Python/Data,scenario,medium,How would you process a dataset larger than available RAM? How would your approach change if the scale or input size became 10x larger?,ML/Data Science; Python/Data,ml_engineer; data_scientist; ai_engineer; data_engineer,expanded
ml-data-sc-057,ML/Data Science,Statistics,practical,medium,What does standard deviation tell you? How would your approach change if the scale or input size became 10x larger?,ML/Data Science; Statistics,ml_engineer; data_scientist; ai_engineer; data_engineer,expanded
ml-data-sc-058,ML/Data Science,ML Fundamentals,tradeoff,medium,When would precision be more important than recall? What edge case or failure mode would you test before calling this solution complete?,ML/Data Science; ML Fundamentals,ml_engineer; data_scientist; ai_engineer; data_engineer,expanded
ml-data-sc-059,ML/Data Science,Models,debugging,hard,Explain the intuition behind gradient boosting. What edge case or failure mode would you test before calling this solution complete?,ML/Data Science; Models,ml_engineer; data_scientist; ai_engineer; data_engineer,expanded
ml-data-sc-060,ML/Data Science,Python/Data,design,easy,How would you detect inconsistent data types before training? How would your approach change if the scale or input size became 10x larger?,ML/Data Science; Python/Data,ml_engineer; data_scientist; ai_engineer; data_engineer,expanded
ml-data-sc-061,ML/Data Science,Statistics,conceptual,medium,Explain correlation versus causation with an example. How would your approach change if the scale or input size became 10x larger?,ML/Data Science; Statistics,ml_engineer; data_scientist; ai_engineer; data_engineer,expanded
ml-data-sc-062,ML/Data Science,ML Fundamentals,optimization,medium,How would you detect data leakage? What edge case or failure mode would you test before calling this solution complete?,ML/Data Science; ML Fundamentals,ml_engineer; data_scientist; ai_engineer; data_engineer,expanded
ml-data-sc-063,ML/Data Science,Models,follow_up,medium,When can k-means be a poor choice? What edge case or failure mode would you test before calling this solution complete?,ML/Data Science; Models,ml_engineer; data_scientist; ai_engineer; data_engineer,expanded
ml-data-sc-064,ML/Data Science,ML Fundamentals,scenario,hard,Explain overfitting and three ways to reduce it. How would your approach change if the scale or input size became 10x larger?,ML/Data Science; ML Fundamentals,ml_engineer; data_scientist; ai_engineer; data_engineer,expanded
ml-data-sc-065,ML/Data Science,Models,practical,easy,Compare logistic regression and decision trees for binary classification. How would your approach change if the scale or input size became 10x larger?,ML/Data Science; Models,ml_engineer; data_scientist; ai_engineer; data_engineer,expanded
ml-data-sc-066,ML/Data Science,ML Fundamentals,tradeoff,medium,Why can accuracy be misleading for an imbalanced classifier? How would your approach change if the scale or input size became 10x larger?,ML/Data Science; ML Fundamentals,ml_engineer; data_scientist; ai_engineer; data_engineer,expanded
ml-data-sc-067,ML/Data Science,Models,debugging,medium,Why can random forests generalize better than one decision tree? How would your approach change if the scale or input size became 10x larger?,ML/Data Science; Models,ml_engineer; data_scientist; ai_engineer; data_engineer,expanded
ml-data-sc-068,ML/Data Science,ML Fundamentals,design,medium,When would precision be more important than recall? How would your approach change if the scale or input size became 10x larger?,ML/Data Science; ML Fundamentals,ml_engineer; data_scientist; ai_engineer; data_engineer,expanded
ml-data-sc-069,ML/Data Science,Models,conceptual,hard,Explain the intuition behind gradient boosting. How would your approach change if the scale or input size became 10x larger?,ML/Data Science; Models,ml_engineer; data_scientist; ai_engineer; data_engineer,expanded
ml-data-sc-070,ML/Data Science,ML Fundamentals,optimization,easy,How would you detect data leakage? How would your approach change if the scale or input size became 10x larger?,ML/Data Science; ML Fundamentals,ml_engineer; data_scientist; ai_engineer; data_engineer,expanded
system-des-001,System Design,Fundamentals,practical,medium,"Design a URL shortener and explain requirements, APIs, storage, and scaling.",System Design; Fundamentals,software_engineer; backend_engineer; ai_engineer; full_stack_engineer,curated
system-des-002,System Design,Backend Systems,tradeoff,medium,Design an appointment-booking system that prevents double booking.,System Design; Backend Systems,software_engineer; backend_engineer; ai_engineer; full_stack_engineer,curated
system-des-003,System Design,AI Systems,debugging,medium,Design a RAG chatbot for one million documents.,System Design; AI Systems; retrieval; evaluation,software_engineer; backend_engineer; ai_engineer; full_stack_engineer,curated
system-des-004,System Design,Scalability,design,hard,"Your service grows from 1,000 to 1 million daily users. What bottlenecks do you expect?",System Design; Scalability,software_engineer; backend_engineer; ai_engineer; full_stack_engineer,curated
system-des-005,System Design,Reliability,conceptual,easy,How would you design for a database outage?,System Design; Reliability,software_engineer; backend_engineer; ai_engineer; full_stack_engineer,curated
system-des-006,System Design,Data,optimization,medium,When is eventual consistency acceptable?,System Design; Data,software_engineer; backend_engineer; ai_engineer; full_stack_engineer,curated
system-des-007,System Design,Communication,follow_up,medium,What clarifying questions should you ask before designing a system?,System Design; Communication,software_engineer; backend_engineer; ai_engineer; full_stack_engineer,curated
system-des-008,System Design,Fundamentals,scenario,medium,"Design a notification service supporting email, SMS, and push.",System Design; Fundamentals,software_engineer; backend_engineer; ai_engineer; full_stack_engineer,curated
system-des-009,System Design,Backend Systems,practical,hard,Design a webhook delivery system with retries.,System Design; Backend Systems,software_engineer; backend_engineer; ai_engineer; full_stack_engineer,curated
system-des-010,System Design,AI Systems,tradeoff,easy,Design an adaptive AI interview platform.,System Design; AI Systems,software_engineer; backend_engineer; ai_engineer; full_stack_engineer,curated
system-des-011,System Design,Scalability,debugging,medium,How would you scale a read-heavy service?,System Design; Scalability,software_engineer; backend_engineer; ai_engineer; full_stack_engineer,curated
system-des-012,System Design,Reliability,design,medium,How would you design for a database outage? How would you answer this if the interviewer asked for a concrete production example?,System Design; Reliability,software_engineer; backend_engineer; ai_engineer; full_stack_engineer,expanded
system-des-013,System Design,Data,conceptual,medium,How would you prevent duplicate processing of the same event?,System Design; Data,software_engineer; backend_engineer; ai_engineer; full_stack_engineer,curated
system-des-014,System Design,Communication,optimization,hard,What clarifying questions should you ask before designing a system? How would you answer this if the interviewer asked for a concrete production example?,System Design; Communication,software_engineer; backend_engineer; ai_engineer; full_stack_engineer,expanded
system-des-015,System Design,Fundamentals,follow_up,easy,Design a file-upload service for large files.,System Design; Fundamentals,software_engineer; backend_engineer; ai_engineer; full_stack_engineer,curated
system-des-016,System Design,Backend Systems,scenario,medium,Design an audit-log service.,System Design; Backend Systems,software_engineer; backend_engineer; ai_engineer; full_stack_engineer,curated
system-des-017,System Design,AI Systems,practical,medium,Design a resume analyzer that must not invent experience.,System Design; AI Systems,software_engineer; backend_engineer; ai_engineer; full_stack_engineer,curated
system-des-018,System Design,Scalability,tradeoff,medium,"Your service grows from 1,000 to 1 million daily users. What bottlenecks do you expect? How would you answer this if the interviewer asked for a concrete production example?",System Design; Scalability,software_engineer; backend_engineer; ai_engineer; full_stack_engineer,expanded
system-des-019,System Design,Reliability,debugging,hard,How would you design for a database outage? What edge case or failure mode would you test before calling this solution complete?,System Design; Reliability,software_engineer; backend_engineer; ai_engineer; full_stack_engineer,expanded
system-des-020,System Design,Data,design,easy,When is eventual consistency acceptable? How would you answer this if the interviewer asked for a concrete production example?,System Design; Data,software_engineer; backend_engineer; ai_engineer; full_stack_engineer,expanded
system-des-021,System Design,Communication,conceptual,medium,What clarifying questions should you ask before designing a system? What edge case or failure mode would you test before calling this solution complete?,System Design; Communication,software_engineer; backend_engineer; ai_engineer; full_stack_engineer,expanded
system-des-022,System Design,Fundamentals,optimization,medium,Design a rate limiter for a public API.,System Design; Fundamentals,software_engineer; backend_engineer; ai_engineer; full_stack_engineer,curated
system-des-023,System Design,Backend Systems,follow_up,medium,Design a feature-flag service.,System Design; Backend Systems,software_engineer; backend_engineer; ai_engineer; full_stack_engineer,curated
system-des-024,System Design,AI Systems,scenario,hard,Design an LLM gateway that routes across providers.,System Design; AI Systems,software_engineer; backend_engineer; ai_engineer; full_stack_engineer,curated
system-des-025,System Design,Scalability,practical,easy,How would you scale a read-heavy service? How would you answer this if the interviewer asked for a concrete production example?,System Design; Scalability,software_engineer; backend_engineer; ai_engineer; full_stack_engineer,expanded
system-des-026,System Design,Data,tradeoff,medium,How would you prevent duplicate processing of the same event? How would you answer this if the interviewer asked for a concrete production example?,System Design; Data,software_engineer; backend_engineer; ai_engineer; full_stack_engineer,expanded
system-des-027,System Design,Fundamentals,debugging,medium,Design a simple chat application.,System Design; Fundamentals,software_engineer; backend_engineer; ai_engineer; full_stack_engineer,curated
system-des-028,System Design,Backend Systems,design,medium,Design an appointment-booking system that prevents double booking. How would you answer this if the interviewer asked for a concrete production example?,System Design; Backend Systems,software_engineer; backend_engineer; ai_engineer; full_stack_engineer,expanded
system-des-029,System Design,AI Systems,conceptual,hard,Design a RAG chatbot for one million documents. How would you answer this if the interviewer asked for a concrete production example?,System Design; AI Systems; retrieval; evaluation,software_engineer; backend_engineer; ai_engineer; full_stack_engineer,expanded
system-des-030,System Design,Scalability,optimization,easy,"Your service grows from 1,000 to 1 million daily users. What bottlenecks do you expect? What edge case or failure mode would you test before calling this solution complete?",System Design; Scalability,software_engineer; backend_engineer; ai_engineer; full_stack_engineer,expanded
system-des-031,System Design,Data,follow_up,medium,When is eventual consistency acceptable? What edge case or failure mode would you test before calling this solution complete?,System Design; Data,software_engineer; backend_engineer; ai_engineer; full_stack_engineer,expanded
system-des-032,System Design,Fundamentals,scenario,medium,"Design a URL shortener and explain requirements, APIs, storage, and scaling. How would you answer this if the interviewer asked for a concrete production example?",System Design; Fundamentals,software_engineer; backend_engineer; ai_engineer; full_stack_engineer,expanded
system-des-033,System Design,Backend Systems,practical,medium,Design a webhook delivery system with retries. How would you answer this if the interviewer asked for a concrete production example?,System Design; Backend Systems,software_engineer; backend_engineer; ai_engineer; full_stack_engineer,expanded
system-des-034,System Design,AI Systems,tradeoff,hard,Design an adaptive AI interview platform. How would you answer this if the interviewer asked for a concrete production example?,System Design; AI Systems,software_engineer; backend_engineer; ai_engineer; full_stack_engineer,expanded
system-des-035,System Design,Scalability,debugging,easy,How would you scale a read-heavy service? What edge case or failure mode would you test before calling this solution complete?,System Design; Scalability,software_engineer; backend_engineer; ai_engineer; full_stack_engineer,expanded
system-des-036,System Design,Data,design,medium,How would you prevent duplicate processing of the same event? What edge case or failure mode would you test before calling this solution complete?,System Design; Data,software_engineer; backend_engineer; ai_engineer; full_stack_engineer,expanded
system-des-037,System Design,Fundamentals,conceptual,medium,"Design a notification service supporting email, SMS, and push. How would you answer this if the interviewer asked for a concrete production example?",System Design; Fundamentals,software_engineer; backend_engineer; ai_engineer; full_stack_engineer,expanded
system-des-038,System Design,Backend Systems,optimization,medium,Design an audit-log service. How would you answer this if the interviewer asked for a concrete production example?,System Design; Backend Systems,software_engineer; backend_engineer; ai_engineer; full_stack_engineer,expanded
system-des-039,System Design,AI Systems,follow_up,hard,Design a resume analyzer that must not invent experience. How would you answer this if the interviewer asked for a concrete production example?,System Design; AI Systems,software_engineer; backend_engineer; ai_engineer; full_stack_engineer,expanded
system-des-040,System Design,Fundamentals,scenario,easy,Design a file-upload service for large files. How would you answer this if the interviewer asked for a concrete production example?,System Design; Fundamentals,software_engineer; backend_engineer; ai_engineer; full_stack_engineer,expanded
system-des-041,System Design,Backend Systems,practical,medium,Design a feature-flag service. How would you answer this if the interviewer asked for a concrete production example?,System Design; Backend Systems,software_engineer; backend_engineer; ai_engineer; full_stack_engineer,expanded
system-des-042,System Design,AI Systems,tradeoff,medium,Design an LLM gateway that routes across providers. How would you answer this if the interviewer asked for a concrete production example?,System Design; AI Systems,software_engineer; backend_engineer; ai_engineer; full_stack_engineer,expanded
system-des-043,System Design,Fundamentals,debugging,medium,Design a rate limiter for a public API. How would you answer this if the interviewer asked for a concrete production example?,System Design; Fundamentals,software_engineer; backend_engineer; ai_engineer; full_stack_engineer,expanded
system-des-044,System Design,Backend Systems,design,hard,Design an appointment-booking system that prevents double booking. What edge case or failure mode would you test before calling this solution complete?,System Design; Backend Systems,software_engineer; backend_engineer; ai_engineer; full_stack_engineer,expanded
system-des-045,System Design,AI Systems,conceptual,easy,Design a RAG chatbot for one million documents. What edge case or failure mode would you test before calling this solution complete?,System Design; AI Systems; retrieval; evaluation,software_engineer; backend_engineer; ai_engineer; full_stack_engineer,expanded
system-des-046,System Design,Fundamentals,optimization,medium,Design a simple chat application. How would you answer this if the interviewer asked for a concrete production example?,System Design; Fundamentals,software_engineer; backend_engineer; ai_engineer; full_stack_engineer,expanded
system-des-047,System Design,Backend Systems,follow_up,medium,Design a webhook delivery system with retries. What edge case or failure mode would you test before calling this solution complete?,System Design; Backend Systems,software_engineer; backend_engineer; ai_engineer; full_stack_engineer,expanded
system-des-048,System Design,AI Systems,scenario,medium,Design an adaptive AI interview platform. What edge case or failure mode would you test before calling this solution complete?,System Design; AI Systems,software_engineer; backend_engineer; ai_engineer; full_stack_engineer,expanded
system-des-049,System Design,Fundamentals,practical,hard,"Design a URL shortener and explain requirements, APIs, storage, and scaling. What edge case or failure mode would you test before calling this solution complete?",System Design; Fundamentals,software_engineer; backend_engineer; ai_engineer; full_stack_engineer,expanded
system-des-050,System Design,Backend Systems,tradeoff,easy,Design an audit-log service. What edge case or failure mode would you test before calling this solution complete?,System Design; Backend Systems,software_engineer; backend_engineer; ai_engineer; full_stack_engineer,expanded
system-des-051,System Design,AI Systems,debugging,medium,Design a resume analyzer that must not invent experience. What edge case or failure mode would you test before calling this solution complete?,System Design; AI Systems,software_engineer; backend_engineer; ai_engineer; full_stack_engineer,expanded
system-des-052,System Design,Fundamentals,design,medium,"Design a notification service supporting email, SMS, and push. What edge case or failure mode would you test before calling this solution complete?",System Design; Fundamentals,software_engineer; backend_engineer; ai_engineer; full_stack_engineer,expanded
system-des-053,System Design,Backend Systems,conceptual,medium,Design a feature-flag service. What edge case or failure mode would you test before calling this solution complete?,System Design; Backend Systems,software_engineer; backend_engineer; ai_engineer; full_stack_engineer,expanded
system-des-054,System Design,AI Systems,optimization,hard,Design an LLM gateway that routes across providers. What edge case or failure mode would you test before calling this solution complete?,System Design; AI Systems,software_engineer; backend_engineer; ai_engineer; full_stack_engineer,expanded
system-des-055,System Design,Fundamentals,follow_up,easy,Design a file-upload service for large files. What edge case or failure mode would you test before calling this solution complete?,System Design; Fundamentals,software_engineer; backend_engineer; ai_engineer; full_stack_engineer,expanded
system-des-056,System Design,Fundamentals,scenario,medium,Design a rate limiter for a public API. What edge case or failure mode would you test before calling this solution complete?,System Design; Fundamentals,software_engineer; backend_engineer; ai_engineer; full_stack_engineer,expanded
system-des-057,System Design,Fundamentals,practical,medium,Design a simple chat application. What edge case or failure mode would you test before calling this solution complete?,System Design; Fundamentals,software_engineer; backend_engineer; ai_engineer; full_stack_engineer,expanded
system-des-058,System Design,Fundamentals,tradeoff,medium,"Design a URL shortener and explain requirements, APIs, storage, and scaling. How would your approach change if the scale or input size became 10x larger?",System Design; Fundamentals,software_engineer; backend_engineer; ai_engineer; full_stack_engineer,expanded
system-des-059,System Design,Fundamentals,debugging,hard,"Design a notification service supporting email, SMS, and push. How would your approach change if the scale or input size became 10x larger?",System Design; Fundamentals,software_engineer; backend_engineer; ai_engineer; full_stack_engineer,expanded
system-des-060,System Design,Fundamentals,design,easy,Design a file-upload service for large files. How would your approach change if the scale or input size became 10x larger?,System Design; Fundamentals,software_engineer; backend_engineer; ai_engineer; full_stack_engineer,expanded
behavioral-001,Behavioral/HR,Introduction,practical,medium,"Tell me about yourself, focusing on experiences relevant to this role.",Behavioral/HR; Introduction,software_engineer; ai_engineer; backend_engineer; frontend_engineer; data_scientist,curated
behavioral-002,Behavioral/HR,Projects,tradeoff,medium,Tell me about a project where you made an important technical decision.,Behavioral/HR; Projects,software_engineer; ai_engineer; backend_engineer; frontend_engineer; data_scientist,curated
behavioral-003,Behavioral/HR,Teamwork,debugging,medium,Tell me about a disagreement with a teammate and how you handled it.,Behavioral/HR; Teamwork,software_engineer; ai_engineer; backend_engineer; frontend_engineer; data_scientist,curated
behavioral-004,Behavioral/HR,Pressure,design,hard,Tell me about a technical mistake you made and what you learned.,Behavioral/HR; Pressure,software_engineer; ai_engineer; backend_engineer; frontend_engineer; data_scientist,curated
behavioral-005,Behavioral/HR,Situational,conceptual,easy,You are assigned a task with unclear requirements. What is your first step?,Behavioral/HR; Situational,software_engineer; ai_engineer; backend_engineer; frontend_engineer; data_scientist,curated
behavioral-006,Behavioral/HR,Introduction,optimization,medium,Why are you interested in this role?,Behavioral/HR; Introduction,software_engineer; ai_engineer; backend_engineer; frontend_engineer; data_scientist,curated
behavioral-007,Behavioral/HR,Projects,follow_up,medium,Describe a project that did not go as planned and what you changed.,Behavioral/HR; Projects,software_engineer; ai_engineer; backend_engineer; frontend_engineer; data_scientist,curated
behavioral-008,Behavioral/HR,Teamwork,scenario,medium,What would you do if you believed a teammate's technical approach was wrong?,Behavioral/HR; Teamwork,software_engineer; ai_engineer; backend_engineer; frontend_engineer; data_scientist,curated
behavioral-009,Behavioral/HR,Pressure,practical,hard,What do you do when you do not know the answer to a technical question?,Behavioral/HR; Pressure,software_engineer; ai_engineer; backend_engineer; frontend_engineer; data_scientist,curated
behavioral-010,Behavioral/HR,Situational,tradeoff,easy,You realize your estimate was too optimistic. What do you tell your manager?,Behavioral/HR; Situational,software_engineer; ai_engineer; backend_engineer; frontend_engineer; data_scientist,curated
behavioral-011,Behavioral/HR,Introduction,debugging,medium,Why should we hire you as a fresher?,Behavioral/HR; Introduction,software_engineer; ai_engineer; backend_engineer; frontend_engineer; data_scientist,curated
behavioral-012,Behavioral/HR,Projects,design,medium,Tell me about a bug that took a long time to solve.,Behavioral/HR; Projects,software_engineer; ai_engineer; backend_engineer; frontend_engineer; data_scientist,curated
behavioral-013,Behavioral/HR,Teamwork,conceptual,medium,How do you respond to constructive criticism?,Behavioral/HR; Teamwork,software_engineer; ai_engineer; backend_engineer; frontend_engineer; data_scientist,curated
behavioral-014,Behavioral/HR,Pressure,optimization,hard,How do you prioritize when several tasks are urgent?,Behavioral/HR; Pressure,software_engineer; ai_engineer; backend_engineer; frontend_engineer; data_scientist,curated
behavioral-015,Behavioral/HR,Situational,follow_up,easy,A teammate asks you to hide a bug before a demo. What would you do?,Behavioral/HR; Situational,software_engineer; ai_engineer; backend_engineer; frontend_engineer; data_scientist,curated
behavioral-016,Behavioral/HR,Introduction,scenario,medium,What are you currently learning outside college or work?,Behavioral/HR; Introduction,software_engineer; ai_engineer; backend_engineer; frontend_engineer; data_scientist,curated
behavioral-017,Behavioral/HR,Projects,practical,medium,What would you redesign in your most important project today?,Behavioral/HR; Projects,software_engineer; ai_engineer; backend_engineer; frontend_engineer; data_scientist,curated
behavioral-018,Behavioral/HR,Teamwork,tradeoff,medium,Tell me about a disagreement with a teammate and how you handled it. How would you answer this if the interviewer asked for a concrete production example?,Behavioral/HR; Teamwork,software_engineer; ai_engineer; backend_engineer; frontend_engineer; data_scientist,expanded
behavioral-019,Behavioral/HR,Pressure,debugging,hard,Tell me about a technical mistake you made and what you learned. How would you answer this if the interviewer asked for a concrete production example?,Behavioral/HR; Pressure,software_engineer; ai_engineer; backend_engineer; frontend_engineer; data_scientist,expanded
behavioral-020,Behavioral/HR,Situational,design,easy,You are assigned a task with unclear requirements. What is your first step? How would you answer this if the interviewer asked for a concrete production example?,Behavioral/HR; Situational,software_engineer; ai_engineer; backend_engineer; frontend_engineer; data_scientist,expanded
behavioral-021,Behavioral/HR,Introduction,conceptual,medium,"Tell me about yourself, focusing on experiences relevant to this role. How would you answer this if the interviewer asked for a concrete production example?",Behavioral/HR; Introduction,software_engineer; ai_engineer; backend_engineer; frontend_engineer; data_scientist,expanded
behavioral-022,Behavioral/HR,Projects,optimization,medium,Tell me about a project where you made an important technical decision. How would you answer this if the interviewer asked for a concrete production example?,Behavioral/HR; Projects,software_engineer; ai_engineer; backend_engineer; frontend_engineer; data_scientist,expanded
